crop,year,season,state,area,production,fertilizer,pesticide,yield,temperature,rainfall,humidity,N,P,K,pH,N_crop,P_crop,K_crop,temperature_crop,humidity_crop,pH_crop,rainfall_crop,NPK_sum,fertilizer_per_area,pesticide_per_area,yield_per_area
45,2009,1,12,26682.0,13089,4157589.24,4535.94,0.4905,23.5,858.32,69.07,72,42,25,6.9,,,,,,,,139,155.82000000000002,0.16999999999999998,0.49055543062738927
53,2009,2,12,9092.0,3548,1416715.44,1545.64,0.372307692,23.5,858.32,69.07,72,42,25,6.9,,,,,,,,139,155.82,0.17,0.3902331720193577
11,2009,1,13,1018.0,1324,158624.76,173.06,1.3,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82000000000002,0.17,1.300589390962672
15,2009,4,13,5408.0,28603,842674.56,919.36,3.402142857,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82000000000002,0.17,5.289016272189349
17,2009,1,13,1340.0,992,208798.8,227.8,0.87,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82,0.17,0.7402985074626866
20,2009,1,13,2547.0,1305,396873.54,432.99,0.6675,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82,0.17,0.5123674911660777
33,2009,1,13,226.0,176,35215.32,38.42,0.765,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82,0.17,0.7787610619469026
39,2009,1,13,293.0,236,45655.26,49.81,0.405,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82,0.17,0.8054607508532423
44,2009,1,13,608.0,206,94738.56,103.36,0.28,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82,0.17,0.33881578947368424
51,2009,4,13,29.0,34,4518.78,4.93,1.17,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82,0.16999999999999998,1.1724137931034482
52,2009,4,13,2438.0,6066,379889.16,414.46,2.276428571,26.9,1558.44,79.8,65,28,50,5.7,,,,,,,,143,155.82,0.16999999999999998,2.4881050041017225
0,2009,4,17,13621.0,19396,2122424.22,2315.57,1.248571429,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82000000000002,0.17,1.4239776815211804
1,2009,1,17,781.0,612,121695.42,132.77,0.79,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.17,0.7836107554417413
5,2009,4,17,890.0,461,138679.8,151.3,0.505714286,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.17,0.5179775280898876
8,2009,1,17,29.0,15,4518.78,4.93,0.5,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.16999999999999998,0.5172413793103449
11,2009,1,17,6891.0,5491,1073755.62,1171.47,0.82,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82000000000002,0.17,0.7968364533449427
16,2009,2,17,561.0,351,87415.02,95.37,0.59,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.17,0.6256684491978609
23,2009,2,17,77.0,36,11998.14,13.09,0.47,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.16999999999999998,0.4675324675324675
24,2009,1,17,17209.0,26167,2681506.38,2925.53,1.574285714,18.01,2328.88,80.74,52,16,33,5.6,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663,101,155.82,0.17,1.5205415770817596
25,2009,2,17,332.0,274,51732.24,56.44,0.73,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.16999999999999998,0.8253012048192772
26,2009,1,17,4154.0,18391,647276.28,706.18,4.506666667,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.16999999999999998,4.427298988926336
32,2009,2,17,856.0,608,133381.92,145.52,0.641428571,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82000000000002,0.17,0.7102803738317757
37,2009,2,17,1012.0,1384,157689.84,172.04,1.202857143,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.16999999999999998,1.3675889328063242
40,2009,2,17,7160.0,4872,1115671.2,1217.2,0.595714286,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.17,0.6804469273743017
41,2009,3,17,12777.0,46943,1990912.14,2172.09,2.171428571,18.01,2328.88,80.74,52,16,33,5.6,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,101,155.82,0.17,3.674023636221335
44,2009,1,17,1590.0,853,247753.8,270.3,0.595,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.17,0.5364779874213836
45,2009,1,17,2362.0,1889,368046.84,401.54,0.964285714,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82000000000002,0.17,0.7997459779847587
47,2009,4,17,76.0,206,11842.32,12.92,2.46,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.17,2.710526315789474
49,2009,1,17,4398.0,14053,685296.36,747.66,3.611428571,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.16999999999999998,3.1953160527512505
51,2009,2,17,635.0,427,98945.7,107.95,0.7375,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.17,0.6724409448818898
54,2009,2,17,405.0,718,63107.1,68.85,1.25,18.01,2328.88,80.74,52,16,33,5.6,,,,,,,,101,155.82,0.16999999999999998,1.7728395061728395
0,2009,4,24,5456.0,10437,850153.92,927.52,1.605,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82000000000002,0.16999999999999998,1.9129398826979471
1,2009,4,24,26558.0,20274,4138267.56,4514.86,0.709615385,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82,0.16999999999999998,0.7633857971232774
5,2009,4,24,2790.0,643,434737.8,474.3,0.153846154,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82,0.17,0.23046594982078852
6,2009,4,24,3650.0,330,568743.0,620.5,0.058461538,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82,0.17,0.09041095890410959
8,2009,4,24,4896.0,1521,762894.72,832.32,0.313703704,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82,0.17,0.31066176470588236
10,2009,4,24,15977.0,6315,2489536.14,2716.09,0.355416667,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82000000000002,0.17,0.39525568004005757
14,2009,4,24,330.0,1954,51420.6,56.1,4.256,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82,0.17,5.921212121212121
16,2009,4,24,7432.0,4542,1158054.24,1263.44,0.523,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82,0.17,0.6111410118406889
40,2009,4,24,262.0,62,40824.84,44.54,0.167777778,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82,0.16999999999999998,0.2366412213740458
48,2009,4,24,14268.0,18975,2223239.76,2425.56,1.448518519,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82,0.16999999999999998,1.3298990748528174
51,2009,4,24,7051.0,10741,1098686.82,1198.67,1.407857143,28.22,1165.21,70.58,80,38,30,6.6,,,,,,,,148,155.82000000000002,0.17,1.5233300241100554
0,2010,1,21,60.0,78,9966.6,14.4,1.3,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24000000000000002,1.3
2,2010,1,21,29.0,68,4817.19,6.96,2.34,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24,2.3448275862068964
2,2010,3,21,5.0,11,830.55,1.2,2.2,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24,2.2
5,2010,1,21,11.0,6,1827.21,2.64,0.55,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24000000000000002,0.5454545454545454
7,2010,1,21,173.0,131,28737.03,41.52,0.713333333,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24000000000000002,0.7572254335260116
11,2010,3,21,5.0,5,830.55,1.2,1.0,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24,1.0
13,2010,1,21,1.0,1,166.11,0.24,1.0,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.0
13,2010,2,21,3.0,4,498.33,0.72,1.33,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24,1.3333333333333333
13,2010,3,21,2.0,2,332.22,0.48,1.0,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.0
17,2010,1,21,25.0,48,4152.75,6.0,1.92,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.92
17,2010,2,21,312.0,621,51826.32,74.88,1.99,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24,1.9903846153846154
17,2010,3,21,79.0,147,13122.69,18.96,1.555,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24000000000000002,1.860759493670886
27,2010,1,21,1.0,1,166.11,0.24,1.0,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.0
27,2010,2,21,15.0,9,2491.65,3.6,0.77,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24000000000000002,0.6
27,2010,3,21,1477.0,691,245344.47,354.48,0.613333333,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24000000000000002,0.46784021665538256
32,2010,2,21,23.0,19,3820.53,5.52,0.615,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,0.8260869565217391
32,2010,3,21,2.0,2,332.22,0.48,1.0,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.0
34,2010,1,21,1.0,1,166.11,0.24,1.0,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.0
39,2010,1,21,14.0,29,2325.54,3.36,1.575,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24,2.0714285714285716
39,2010,2,21,1.0,2,166.11,0.24,2.0,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,2.0
39,2010,3,21,8.0,20,1328.88,1.92,2.5,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,2.5
41,2010,1,21,4384.0,12602,728226.24,1052.16,2.673333333,28.07,1434.44,77.22,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,166.10999999999999,0.24000000000000002,2.874543795620438
41,2010,2,21,10920.0,26585,1813921.2,2620.8,3.446666667,28.07,1434.44,77.22,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,166.10999999999999,0.24000000000000002,2.4345238095238093
41,2010,3,21,4710.0,12773,782378.1,1130.4,2.7,28.07,1434.44,77.22,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,166.10999999999999,0.24000000000000002,2.7118895966029726
44,2010,1,21,5.0,4,830.55,1.2,0.8,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24,0.8
44,2010,2,21,15.0,12,2491.65,3.6,0.8,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24000000000000002,0.8
44,2010,3,21,111.0,89,18438.21,26.64,0.655,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.10999999999999,0.24000000000000002,0.8018018018018018
48,2010,1,21,1.0,1,166.11,0.24,1.0,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.0
52,2010,1,21,4.0,6,664.44,0.96,1.5,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.5
53,2010,1,21,22.0,17,3654.42,5.28,0.77,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24000000000000002,0.7727272727272727
53,2010,2,21,189.0,206,31394.79,45.36,1.09,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,1.08994708994709
53,2010,3,21,916.0,374,152156.76,219.84,0.626666667,28.07,1434.44,77.22,88,55,40,7.0,,,,,,,,183,166.11,0.24,0.40829694323144106
1,2010,1,2,7137.0,5098,1185527.07,1712.88,0.70962963,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.11,0.24000000000000002,0.7143057306991734
5,2010,4,2,3041.0,4589,505140.51,729.84,1.612222222,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.11,0.24000000000000002,1.5090430779348898
8,2010,1,2,978.0,419,162455.58,234.72,0.428,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24,0.4284253578732106
11,2010,1,2,1398.0,650,232221.78,335.52,0.528333333,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24,0.46494992846924177
13,2010,4,2,18808.0,12237,3124196.88,4513.92,0.636666667,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24,0.6506273925988941
16,2010,2,2,1802.0,915,299330.22,432.48,0.49,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24000000000000002,0.5077691453940066
23,2010,2,2,7125.0,3815,1183533.75,1710.0,0.522083333,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.11,0.24,0.535438596491228
24,2010,1,2,19772.0,14110,3284326.92,4745.28,0.61,22.89,2262.61,78.56,60,18,38,5.8,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663,116,166.10999999999999,0.24,0.7136354440623104
26,2010,1,2,4970.0,25950,825566.7,1192.8,4.909130435,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24,5.221327967806841
27,2010,2,2,9022.0,4243,1498644.42,2165.28,0.451851852,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24000000000000002,0.470294834848149
29,2010,1,2,7811.0,4020,1297485.21,1874.64,0.5284,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24000000000000002,0.5146588144923825
31,2010,4,2,6906.0,15408,1147155.66,1657.44,2.308518519,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24000000000000002,2.2311033883579494
44,2010,1,2,11888.0,6759,1974715.68,2853.12,0.496666667,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24,0.568556527590848
45,2010,1,2,5186.0,2600,861446.46,1244.64,0.505384615,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24000000000000002,0.5013497878904744
49,2010,4,2,6186.0,21378,1027556.46,1484.64,3.412592593,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24000000000000002,3.4558680892337534
50,2010,4,2,4179.0,19922,694173.69,1002.96,4.5232,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24000000000000002,4.767169179229481
51,2010,4,2,490.0,250,81393.9,117.6,0.6084,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.10999999999999,0.24,0.5102040816326531
52,2010,4,2,14963.0,10623,2485503.93,3591.12,0.753333333,22.89,2262.61,78.56,60,18,38,5.8,,,,,,,,116,166.11,0.24,0.709951212992047
0,2010,4,0,438.0,195,72756.18,105.12,0.443333333,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.10999999999999,0.24000000000000002,0.4452054794520548
1,2010,2,0,8123.0,4101,1349311.53,1949.52,0.483333333,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.11,0.24,0.5048627354425704
2,2010,2,0,15988.0,17254,2655766.68,3837.12,1.454545455,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.11,0.24,1.0791843882912184
10,2010,4,0,20313.0,13749,3374192.43,4875.12,0.671428571,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.11,0.24,0.6768571850539064
14,2010,4,0,464.0,978,77075.04,111.36,1.968,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.10999999999999,0.24,2.1077586206896552
19,2010,1,0,6234.0,2985,1035529.74,1496.16,0.4775,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.10999999999999,0.24000000000000002,0.4788257940327238
23,2010,2,0,1129.0,258,187538.19,270.96,0.15,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.11,0.24,0.22852081488042517
29,2010,1,0,10007.0,3823,1662262.77,2401.68,0.335,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.11,0.24,0.38203257719596284
32,2010,2,0,5791.0,5023,961943.01,1389.84,0.64,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.11,0.24,0.867380417889829
34,2010,1,0,2581.0,1194,428729.91,619.44,0.82,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.10999999999999,0.24000000000000002,0.4626113909337466
39,2010,2,0,5244.0,7725,871080.84,1258.56,1.465833333,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.10999999999999,0.24,1.473112128146453
40,2010,2,0,6922.0,16777,1149813.42,1661.28,2.31,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.10999999999999,0.24,2.4237214677838774
42,2010,2,0,13090.0,8897,2174379.9,3141.6,0.705,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.10999999999999,0.24,0.6796791443850267
45,2010,2,0,1263.0,1262,209796.93,303.12,0.973333333,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.10999999999999,0.24,0.9992082343626286
54,2010,2,0,10085.0,13143,1675219.35,2420.4,1.311818182,27.91,1557.24,73.66,78,45,22,6.8,,,,,,,,145,166.11,0.24000000000000002,1.303222607833416
2,2010,2,12,160.0,136,26577.6,38.4,0.84,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24,0.85
2,2010,3,12,1090.0,955,181059.9,261.6,0.9,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24000000000000002,0.8761467889908257
5,2010,4,12,21061.0,12717,3498442.71,5054.64,0.580769231,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24000000000000002,0.6038174825506861
6,2010,4,12,19081.0,1550,3169544.91,4579.44,0.068888889,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24,0.08123263979875268
8,2010,1,12,19100.0,15991,3172701.0,4584.0,0.865652174,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24,0.8372251308900523
10,2010,4,12,4348.0,1622,722246.28,1043.52,0.368,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24,0.3730450781968721
13,2010,2,12,6608.0,17951,1097654.88,1585.92,2.711785714,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24000000000000002,2.716555690072639
13,2010,3,12,7482.0,22761,1242835.02,1795.68,3.1132,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24000000000000002,3.0421010425020047
14,2010,4,12,4234.0,5467,703309.74,1016.16,1.322857143,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24,1.2912139820500708
20,2010,3,12,5446.0,11403,904635.06,1307.04,2.315555556,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24,2.0938303341902316
23,2010,2,12,11358.0,3809,1886677.38,2725.92,0.335384615,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24000000000000002,0.3353583377355168
26,2010,4,12,1907.0,2405,316771.77,457.68,1.21,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24,1.261143156790771
27,2010,2,12,10263.0,2702,1704786.93,2463.12,0.262,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24,0.2632758452694144
32,2010,2,12,12965.0,4146,2153616.15,3111.6,0.363888889,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24,0.3197840339375241
39,2010,3,12,8675.0,16983,1441004.25,2082.0,1.889285714,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24,1.9576945244956772
40,2010,2,12,3838.0,1284,637530.18,921.12,0.323888889,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24,0.334549244398124
43,2010,4,12,341.0,85,56643.51,81.84,0.245,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.11,0.24000000000000002,0.24926686217008798
53,2010,2,12,8727.0,4079,1449641.97,2094.48,0.464166667,23.76,969.11,71.33,72,42,25,6.9,,,,,,,,139,166.10999999999999,0.24,0.46740002291738286
15,2010,4,13,6087.93,33197,1011266.052,1461.1032,3.533571429,26.9,1937.17,80.85,65,28,50,5.7,,,,,,,,143,166.10999995072217,0.24,5.4529207793125085
44,2010,1,13,518.81,228,86179.5291,124.5144,0.258571429,26.9,1937.17,80.85,65,28,50,5.7,,,,,,,,143,166.11,0.24000000000000002,0.43946724234305434
52,2010,4,13,2390.78,6198,397132.4658,573.7872,2.415,26.9,1937.17,80.85,65,28,50,5.7,,,,,,,,143,166.10999999999999,0.23999999999999996,2.5924593647261562
0,2010,4,17,14611.0,20501,2427033.21,3506.64,1.202857143,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.10999999999999,0.24,1.4031209362808843
1,2010,1,17,779.0,611,129399.69,186.96,0.79,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24000000000000002,0.7843388960205392
5,2010,4,17,889.0,465,147671.79,213.36,0.52,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24000000000000002,0.5230596175478065
7,2010,4,17,8650.0,15414,1436851.5,2076.0,1.476666667,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,1.781965317919075
8,2010,1,17,25.0,12,4152.75,6.0,0.626666667,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,0.48
11,2010,1,17,6816.0,5571,1132205.76,1635.84,0.823333333,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,0.8173415492957746
13,2010,4,17,1848.0,1415,306971.28,443.52,1.03,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,0.7656926406926406
16,2010,2,17,554.0,344,92024.94,132.96,0.58,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24000000000000002,0.6209386281588448
23,2010,2,17,82.0,39,13621.02,19.68,0.48,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,0.47560975609756095
24,2010,1,17,17276.0,26500,2869716.36,4146.24,1.561428571,18.07,3082.63,83.27,52,16,33,5.6,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663,101,166.10999999999999,0.24,1.5339198888631627
25,2010,2,17,339.0,280,56311.29,81.36,0.7625,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,0.8259587020648967
26,2010,1,17,4122.0,18231,684705.42,989.28,4.5,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,4.4228529839883555
32,2010,2,17,873.0,623,145014.03,209.52,0.692857143,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.10999999999999,0.24000000000000002,0.713631156930126
37,2010,2,17,1035.0,1420,171923.85,248.4,1.274285714,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24000000000000002,1.3719806763285025
40,2010,2,17,7152.0,4859,1188018.72,1716.48,0.592857143,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.10999999999999,0.24,0.6793903803131991
41,2010,2,17,12797.0,47413,2125709.67,3071.28,2.077142857,18.07,3082.63,83.27,52,16,33,5.6,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,101,166.10999999999999,0.24000000000000002,3.7050089864812064
44,2010,1,17,1584.0,852,263118.24,380.16,0.583333333,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.10999999999999,0.24000000000000002,0.5378787878787878
45,2010,2,17,2231.0,1695,370591.41,535.44,0.914285714,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.10999999999999,0.24000000000000002,0.7597489914836396
46,2010,1,17,1078.0,1186,179066.58,258.72,1.038571429,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.10999999999999,0.24000000000000002,1.1001855287569573
47,2010,4,17,68.0,180,11295.48,16.32,2.35,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.10999999999999,0.24,2.6470588235294117
49,2010,1,17,4133.0,13241,686532.63,991.92,3.584285714,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,3.2037261069441083
51,2010,2,17,631.0,420,104815.41,151.44,0.7475,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,0.6656101426307448
54,2010,2,17,393.0,704,65281.23,94.32,1.2475,18.07,3082.63,83.27,52,16,33,5.6,,,,,,,,101,166.11,0.24,1.7913486005089059
0,2011,1,21,60.0,77,10051.2,19.8,1.28,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,1.2833333333333334
2,2011,1,21,11.0,29,1842.72,3.63,2.64,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,2.6363636363636362
2,2011,3,21,20.0,51,3350.4,6.6,2.55,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.32999999999999996,2.55
5,2011,1,21,11.0,5,1842.72,3.63,0.45,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,0.45454545454545453
7,2011,1,21,159.0,50,26635.68,52.47,0.466666667,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,0.31446540880503143
11,2011,3,21,8.0,8,1340.16,2.64,1.0,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,1.0
13,2011,1,21,1.0,2,167.52,0.33,2.0,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,2.0
13,2011,3,21,1.0,2,167.52,0.33,2.0,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,2.0
17,2011,1,21,16.0,30,2680.32,5.28,1.88,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,1.875
17,2011,2,21,282.0,389,47240.64,93.06,1.195,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,1.3794326241134751
17,2011,3,21,21.0,38,3517.92,6.93,1.47,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.32999999999999996,1.8095238095238095
20,2011,3,21,1.0,2,167.52,0.33,2.0,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,2.0
27,2011,1,21,1.0,1,167.52,0.33,1.0,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,1.0
27,2011,2,21,3.0,1,502.56,0.99,0.25,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,0.3333333333333333
27,2011,3,21,1310.0,481,219451.2,432.3,0.495,27.95,1264.88,75.01,88,55,40,7.0,,,,,,,,183,167.52,0.33,0.36717557251908395
