crop,year,season,state,area,production,fertilizer,pesticide,yield,temperature,rainfall,humidity,N,P,K,pH,N_crop,P_crop,K_crop,temperature_crop,humidity_crop,pH_crop,rainfall_crop,NPK_sum,fertilizer_per_area,pesticide_per_area,yield_per_area
45,2014,4,13,27.0,21,4075.92,8.91,0.78,27.01,1901.93,80.06,65,28,50,5.7,,,,,,,,143,150.96,0.33,0.7777777777777778
46,2014,4,13,1.0,1,150.96,0.33,1.4,27.01,1901.93,80.06,65,28,50,5.7,,,,,,,,143,150.96,0.33,1.0
51,2014,4,13,13.0,21,1962.48,4.29,1.62,27.01,1901.93,80.06,65,28,50,5.7,,,,,,,,143,150.96,0.33,1.6153846153846154
52,2014,4,13,2470.0,6820,372871.2,815.1,2.691428571,27.01,1901.93,80.06,65,28,50,5.7,,,,,,,,143,150.96,0.33,2.7611336032388665
53,2014,4,13,403.0,0,60836.88,132.99,0.0,27.01,1901.93,80.06,65,28,50,5.7,,,,,,,,143,150.95999999999998,0.33,0.0
54,2014,4,13,1.0,3,150.96,0.33,3.0,27.01,1901.93,80.06,65,28,50,5.7,,,,,,,,143,150.96,0.33,3.0
1,2014,1,17,1148.0,1465,173302.08,378.84,1.1,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.95999999999998,0.32999999999999996,1.2761324041811846
5,2014,4,17,980.0,705,147940.8,323.4,0.710909091,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.95999999999998,0.32999999999999996,0.7193877551020408
7,2014,4,17,9449.0,18122,1426421.04,3118.17,1.69,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,1.9178749073976082
8,2014,1,17,67.0,58,10114.32,22.11,0.968,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,0.8656716417910447
11,2014,1,17,7305.0,9024,1102762.8,2410.65,1.186,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,1.2353182751540042
12,2014,2,17,1622.0,2372,244857.12,535.26,1.549090909,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,1.4623921085080147
13,2014,4,17,2232.0,1970,336942.72,736.56,1.064545455,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.95999999999998,0.32999999999999996,0.8826164874551972
16,2014,2,17,1814.0,1871,273841.44,598.62,1.042,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,1.0314222712238148
23,2014,2,17,90.0,50,13586.4,29.7,0.55,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,0.5555555555555556
25,2014,2,17,1234.0,1318,186284.64,407.22,1.41,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,1.06807131280389
37,2014,2,17,2235.0,4280,337395.6,737.55,1.743636364,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.95999999999998,0.32999999999999996,1.9149888143176734
40,2014,2,17,9775.0,9346,1475634.0,3225.75,0.899090909,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,0.9561125319693095
44,2014,1,17,2220.0,2066,335131.2,732.6,1.032,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,0.9306306306306307
45,2014,2,17,2878.0,2649,434462.88,949.74,1.076,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,0.9204308547602502
46,2014,1,17,1712.0,3332,258443.52,564.96,2.221818182,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,1.9462616822429906
47,2014,4,17,111.0,338,16756.56,36.63,2.70125,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,3.045045045045045
49,2014,1,17,4526.0,16133,683244.96,1493.58,3.670909091,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.95999999999998,0.32999999999999996,3.564516129032258
51,2014,2,17,779.0,759,117597.84,257.07,1.035,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,0.9743260590500642
54,2014,2,17,442.0,844,66724.32,145.86,1.568,18.24,2285.61,80.91,52,16,33,5.6,,,,,,,,101,150.96,0.33,1.909502262443439
0,2014,4,24,6732.0,8837,1016262.72,2221.56,1.561904762,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.96,0.33,1.3126856803327391
5,2014,4,24,3997.0,898,603387.12,1319.01,0.186666667,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.96,0.33,0.22466850137603203
6,2014,4,24,3992.0,361,602632.32,1317.36,0.07,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.95999999999998,0.32999999999999996,0.09043086172344689
8,2014,1,24,5132.0,1695,774726.72,1693.56,0.3575,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.96,0.33,0.33028059236165236
10,2014,4,24,9230.0,8048,1393360.8,3045.9,0.855384615,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.96,0.33,0.8719393282773564
14,2014,4,24,449.0,2567,67781.04,148.17,2.711666667,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.95999999999998,0.32999999999999996,5.717149220489977
15,2014,4,24,311.0,1316,46948.56,102.63,4.132222222,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.95999999999998,0.32999999999999996,4.231511254019293
16,2014,2,24,6820.0,4177,1029547.2,2250.6,0.535789474,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.95999999999998,0.32999999999999996,0.6124633431085044
19,2014,1,24,13931.0,10597,2103023.76,4597.23,0.764583333,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.95999999999998,0.32999999999999996,0.7606776254396669
40,2014,2,24,302.0,72,45589.92,99.66,0.161428571,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.96,0.33,0.23841059602649006
45,2014,2,24,660.0,1385,99633.6,217.8,1.928,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.96,0.33,2.0984848484848486
48,2014,1,24,2782.0,4214,419970.72,918.06,1.645833333,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.95999999999998,0.32999999999999996,1.5147375988497485
48,2014,2,24,6122.0,8327,924177.12,2020.26,1.4275,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.96,0.33,1.3601764129369487
51,2014,4,24,5478.0,8334,826958.88,1807.74,1.497,27.98,1096.01,71.05,80,38,30,6.6,,,,,,,,148,150.96,0.33,1.5213581599123769
0,2015,1,0,516.0,1795,81481.56,170.28,3.32,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,3.4786821705426356
1,2015,2,0,4995.0,3472,788760.45,1648.35,0.643,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.32999999999999996,0.6950950950950952
2,2015,2,0,3421.0,6133,540210.11,1128.93,1.978333333,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,1.7927506577024261
8,2015,2,0,1785.0,1226,281869.35,589.05,0.836,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.32999999999999996,0.6868347338935574
10,2015,1,0,36.0,13,5684.76,11.88,0.396666667,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,0.3611111111111111
11,2015,2,0,3394.0,6662,535946.54,1120.02,2.23,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91000000000003,0.33,1.9628756629345905
12,2015,1,0,11043.0,9696,1743800.13,3644.19,0.77125,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,0.8780222765552839
12,2015,2,0,8003.0,6569,1263753.73,2640.99,0.513,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.32999999999999996,0.8208171935524179
15,2015,1,0,362.0,955,57163.42,119.46,2.802,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.32999999999999996,2.638121546961326
15,2015,2,0,1.0,3,157.91,0.33,3.0,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,3.0
16,2015,1,0,2.0,2,315.82,0.66,1.0,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,1.0
23,2015,1,0,259.0,125,40898.69,85.47,0.64,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,0.4826254826254826
29,2015,2,0,6685.0,2578,1055628.35,2206.05,0.445,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91000000000003,0.33,0.3856394913986537
39,2015,2,0,4569.0,8572,721490.79,1507.77,1.757777778,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,1.8761216896476254
40,2015,1,0,10.0,7,1579.1,3.3,0.7,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.32999999999999996,0.7
40,2015,2,0,1426.0,764,225179.66,470.58,0.3975,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,0.5357643758765779
42,2015,2,0,304.0,212,48004.64,100.32,0.713333333,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.32999999999999996,0.6973684210526315
45,2015,2,0,3930.0,4271,620586.3,1296.9,0.986,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91000000000003,0.33,1.0867684478371502
46,2015,1,0,1210.0,1786,191071.1,399.3,1.45,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,1.4760330578512397
46,2015,2,0,66.0,107,10422.06,21.78,1.62,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,1.621212121212121
48,2015,1,0,6568.0,5165,1037152.88,2167.44,0.965,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.33,0.7863885505481121
54,2015,2,0,164.0,115,25897.24,54.12,0.696666667,28.21,824.0,67.96,78,45,22,6.8,,,,,,,,145,157.91,0.32999999999999996,0.7012195121951219
0,2015,1,21,55.0,83,8685.05,18.15,1.51,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.32999999999999996,1.509090909090909
2,2015,1,21,6.0,15,947.46,1.98,2.5,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,2.5
2,2015,3,21,1.0,2,157.91,0.33,2.0,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,2.0
7,2015,1,21,143.0,44,22581.13,47.19,0.433333333,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.32999999999999996,0.3076923076923077
11,2015,1,21,118.0,271,18633.38,38.94,1.795,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.32999999999999996,2.2966101694915255
17,2015,1,21,5.0,11,789.55,1.65,2.2,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.32999999999999996,2.2
17,2015,2,21,239.0,717,37740.49,78.87,3.0,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,3.0
17,2015,3,21,55.0,165,8685.05,18.15,3.0,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.32999999999999996,3.0
27,2015,2,21,9.0,10,1421.19,2.97,1.11,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,1.1111111111111112
27,2015,3,21,1039.0,330,164068.49,342.87,0.59,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,0.3176130895091434
32,2015,2,21,58.0,72,9158.78,19.14,1.24,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91000000000003,0.33,1.2413793103448276
32,2015,3,21,4.0,4,631.64,1.32,1.0,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,1.0
39,2015,1,21,34.0,81,5368.94,11.22,2.195,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,2.3823529411764706
41,2015,1,21,3817.0,12250,602742.47,1259.61,2.273333333,28.11,1567.72,75.71,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,157.91,0.32999999999999996,3.2093266963583966
41,2015,2,21,8505.0,19587,1343024.55,2806.65,2.47,28.11,1567.72,75.71,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,157.91,0.33,2.3029982363315695
41,2015,3,21,3941.0,12049,622323.31,1300.53,2.225,28.11,1567.72,75.71,88,55,40,7.0,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,183,157.91000000000003,0.33,3.057345851306775
44,2015,1,21,3.0,2,473.73,0.99,0.67,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,0.6666666666666666
44,2015,2,21,5.0,4,789.55,1.65,0.8,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.32999999999999996,0.8
44,2015,3,21,100.0,83,15791.0,33.0,0.83,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,0.83
45,2015,1,21,8.0,13,1263.28,2.64,1.63,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,1.625
52,2015,1,21,2.0,4,315.82,0.66,2.0,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,2.0
53,2015,1,21,72.0,38,11369.52,23.76,0.625,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,0.5277777777777778
53,2015,2,21,206.0,245,32529.46,67.98,1.0,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.33,1.1893203883495145
53,2015,3,21,574.0,227,90640.34,189.42,0.443333333,28.11,1567.72,75.71,88,55,40,7.0,,,,,,,,183,157.91,0.32999999999999996,0.39547038327526135
1,2015,1,2,6366.0,5600,1005255.06,2100.78,0.868148148,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,0.8796732642161483
5,2015,4,2,3302.0,6025,521418.82,1089.66,1.785925926,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,1.8246517262265294
8,2015,1,2,881.0,407,139118.71,290.73,0.591538462,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,0.4619750283768445
11,2015,1,2,921.0,439,145435.11,303.93,0.536666667,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,0.4766558089033659
16,2015,2,2,2193.0,1544,346296.63,723.69,0.649615385,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,0.7040583675330597
23,2015,2,2,5272.0,3338,832501.52,1739.76,0.599166667,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,0.6331562974203339
27,2015,2,2,10798.0,7310,1705112.18,3563.34,0.648888889,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,0.676977218003334
29,2015,1,2,6534.0,3949,1031783.94,2156.22,0.551363636,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.32999999999999996,0.6043771043771043
44,2015,1,2,11770.0,7999,1858600.7,3884.1,0.617407407,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,0.6796091758708581
45,2015,1,2,6602.0,4447,1042521.82,2178.66,0.6844,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.32999999999999996,0.6735837624962133
51,2015,4,2,243.0,125,38372.13,80.19,0.631666667,23.56,2064.92,77.16,60,18,38,5.8,,,,,,,,116,157.91,0.33,0.51440329218107
1,2015,1,17,1153.0,1493,182070.23,380.49,1.114,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,1.294882914137034
5,2015,2,17,999.0,737,157752.09,329.67,0.748181818,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,0.7377377377377378
7,2015,2,17,9498.0,18503,1499829.18,3134.34,1.722,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,1.9480943356496105
8,2015,2,17,72.0,65,11369.52,23.76,1.004,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,0.9027777777777778
11,2015,1,17,7295.0,8928,1151953.45,2407.35,1.176,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.32999999999999996,1.2238519533927348
12,2015,2,17,1637.0,2490,258498.67,540.21,1.674545455,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,1.5210751374465485
13,2015,4,17,2292.0,2127,361929.72,756.36,1.123636364,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,0.9280104712041884
16,2015,2,17,1824.0,1932,288027.84,601.92,1.07,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91000000000003,0.32999999999999996,1.0592105263157894
23,2015,2,17,91.0,53,14369.81,30.03,0.6,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,0.5824175824175825
25,2015,2,17,1242.0,1370,196124.22,409.86,1.412857143,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,1.103059581320451
37,2015,2,17,2271.0,4432,358613.61,749.43,1.810909091,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.32999999999999996,1.9515631880228974
40,2015,2,17,9786.0,9466,1545307.26,3229.38,0.953636364,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,0.9673002248109545
44,2015,2,17,2234.0,2163,352770.94,737.22,1.060909091,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,0.9682184422560429
45,2015,2,17,2906.0,2760,458886.46,958.98,1.115,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,0.9497591190640055
46,2015,1,17,1735.0,3439,273973.85,572.55,2.27,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.32999999999999996,1.9821325648414985
47,2015,4,17,117.0,356,18475.47,38.61,2.7475,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,3.0427350427350426
49,2015,1,17,4549.0,16421,718332.59,1501.17,3.741818182,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,3.609804352604968
51,2015,2,17,790.0,775,124748.9,260.7,1.046666667,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.32999999999999996,0.9810126582278481
54,2015,2,17,448.0,875,70743.68,147.84,1.646,18.19,2901.61,83.59,52,16,33,5.6,,,,,,,,101,157.91,0.33,1.953125
0,2015,4,6,1783.0,2960,281553.53,588.39,1.665,27.72,1993.22,72.98,65,25,45,6.2,,,,,,,,135,157.91000000000003,0.33,1.6601233875490746
5,2015,4,6,783.0,258,123643.53,258.39,0.325,27.72,1993.22,72.98,65,25,45,6.2,,,,,,,,135,157.91,0.32999999999999996,0.32950191570881227
17,2015,1,6,361.0,736,57005.51,119.13,2.04,27.72,1993.22,72.98,65,25,45,6.2,,,,,,,,135,157.91,0.32999999999999996,2.038781163434903
17,2015,2,6,1537.0,3298,242707.67,507.21,2.15,27.72,1993.22,72.98,65,25,45,6.2,,,,,,,,135,157.91,0.32999999999999996,2.1457384515289526
32,2015,2,6,6983.0,5882,1102685.53,2304.39,0.835,27.72,1993.22,72.98,65,25,45,6.2,,,,,,,,135,157.91,0.32999999999999996,0.8423313761993413
34,2015,1,6,171.0,128,27002.61,56.43,0.735,27.72,1993.22,72.98,65,25,45,6.2,,,,,,,,135,157.91,0.33,0.7485380116959064
41,2015,2,6,13614.0,36579,2149786.74,4492.62,2.76,27.72,1993.22,72.98,65,25,45,6.2,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594,135,157.91000000000003,0.33,2.6868664609960335
2,2015,3,12,3226.0,3579,509417.66,1064.58,1.084,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.32999999999999996,1.1094234345939245
8,2015,1,12,9347.0,4911,1475984.77,3084.51,0.514,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.5254092222103348
10,2015,4,12,4494.0,1927,709647.54,1483.02,0.388636364,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.4287939474855363
11,2015,3,12,1105.0,2341,174490.55,364.65,2.101428571,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.32999999999999996,2.118552036199095
12,2015,2,12,10778.0,4779,1701953.98,3556.74,0.448571429,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.32999999999999996,0.4434032287994062
12,2015,3,12,8036.0,2412,1268964.76,2651.88,0.299166667,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.3001493280238925
13,2015,2,12,7744.0,15656,1222855.04,2555.52,2.112592593,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,2.021694214876033
13,2015,3,12,5747.0,10529,907508.77,1896.51,1.8928,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,1.8320863058987298
14,2015,4,12,4661.0,6276,736018.51,1538.13,1.33875,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,1.346492169062433
17,2015,2,12,3646.0,6850,575739.86,1203.18,1.88,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,1.8787712561711465
20,2015,3,12,5201.0,10281,821289.91,1716.33,1.904166667,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.32999999999999996,1.9767352432224572
23,2015,2,12,4961.0,600,783391.51,1637.13,0.109333333,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.12094335819391251
26,2015,4,12,766.0,1024,120959.06,252.78,1.335,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,1.3368146214099217
27,2015,2,12,4972.0,1504,785128.52,1640.76,0.292727273,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.3024939662107804
27,2015,3,12,2939.0,929,464097.49,969.87,0.285,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.31609390949302485
29,2015,1,12,7229.0,1853,1141531.39,2385.57,0.260833333,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.25632867616544475
31,2015,3,12,6246.0,27006,986305.86,2061.18,4.536666667,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.32999999999999996,4.323727185398655
32,2015,2,12,11561.0,7316,1825597.51,3815.13,0.624444444,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.6328172303433959
39,2015,3,12,7053.0,12058,1113739.23,2327.49,1.741666667,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.32999999999999996,1.7096271090316177
40,2015,1,12,1605.0,350,253445.55,529.65,0.18875,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.32999999999999996,0.21806853582554517
43,2015,4,12,113.0,27,17843.83,37.29,0.233333333,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91000000000003,0.33,0.23893805309734514
48,2015,3,12,10573.0,8866,1669582.43,3489.09,0.896428571,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.8385510261988083
53,2015,2,12,5240.0,2036,827448.4,1729.2,0.362222222,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.3885496183206107
53,2015,3,12,3911.0,1979,617586.01,1290.63,0.485,23.87,824.43,67.37,72,42,25,6.9,,,,,,,,139,157.91,0.33,0.5060086934287906
1,2015,4,13,1431.0,1845,225969.21,472.23,1.193333333,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,1.2893081761006289
11,2015,1,13,109.0,196,17212.19,35.97,1.8,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,1.798165137614679
15,2015,4,13,4986.01,22044,787340.8391,1645.3833,3.549285714,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.32999999999999996,4.421170434876785
17,2015,4,13,449.0,619,70901.59,148.17,1.38,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.32999999999999996,1.378619153674833
20,2015,4,13,178.0,132,28107.98,58.74,0.74,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,0.7415730337078652
24,2015,4,13,59.0,74,9316.69,19.47,1.73,27.01,2093.51,81.07,65,28,50,5.7,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663,143,157.91,0.32999999999999996,1.2542372881355932
31,2015,4,13,27.0,0,4263.57,8.91,0.0,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,0.0
34,2015,1,13,2333.0,2420,368404.03,769.89,1.027857143,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91000000000003,0.33,1.0372910415773682
39,2015,4,13,64.0,76,10106.24,21.12,1.405,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,1.1875
44,2015,4,13,187.0,46,29529.17,61.71,0.281111111,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,0.24598930481283424
45,2015,4,13,14.0,10,2210.74,4.62,0.71,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,0.7142857142857143
46,2015,4,13,1.0,1,157.91,0.33,1.0,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,1.0
51,2015,4,13,9.0,15,1421.19,2.97,1.67,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,1.6666666666666667
52,2015,4,13,2602.89,7112,411022.3599,858.9537,2.628571429,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,2.732347506041362
54,2015,4,13,2.0,3,315.82,0.66,1.5,27.01,2093.51,81.07,65,28,50,5.7,,,,,,,,143,157.91,0.33,1.5
0,2015,4,24,6884.0,11829,1087052.44,2271.72,1.597142857,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91,0.32999999999999996,1.7183323649041256
5,2015,4,24,4349.0,974,686750.59,1435.17,0.173076923,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91,0.33,0.2239595309266498
6,2015,4,24,3983.0,307,628955.53,1314.39,0.653636364,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91,0.33,0.07707757971378358
8,2015,1,24,5495.0,1763,867715.45,1813.35,0.325416667,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91,0.32999999999999996,0.3208371246587807
10,2015,4,24,11084.0,6569,1750274.44,3657.72,0.596956522,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91,0.32999999999999996,0.5926560808372429
14,2015,4,24,581.0,3334,91745.71,191.73,4.412,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91000000000003,0.32999999999999996,5.738382099827883
16,2015,2,24,4876.0,3176,769969.16,1609.08,0.6,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91,0.32999999999999996,0.6513535684987695
19,2015,1,24,11492.0,6908,1814701.72,3792.36,0.623181818,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91,0.33,0.6011138183083884
40,2015,2,24,351.0,83,55426.41,115.83,0.186,27.87,1961.46,73.24,80,38,30,6.6,,,,,,,,148,157.91,0.33,0.23646723646723647
